customer_id,prob,default
100153,0.5115,0
100154,0.50018,0
100155,0.50662,1
100156,0.5115,0
100157,0.50801,0
100158,0.5115,0
100159,0.5115,0
100160,0.50662,1
100161,0.5115,0
100162,0.50605,0
100163,0.50009,1
100164,0.50396,0
100165,0.50074,1
100166,0.5148,1
100167,0.51522,1
100168,0.5053,0
100169,0.5115,0
100170,0.51227,0
100171,0.50662,1
100172,0.51231,0
100173,0.50605,0
100174,0.50009,1
100175,0.50405,0
100176,0.50065,1
100177,0.5115,0
100178,0.51227,0
100179,0.5115,0
100180,0.50605,0
100181,0.51227,0
100182,0.50662,1
100183,0.50526,0
100184,0.50001,1
100185,0.5046,0
100186,0.51227,0
100187,0.50435,1
100188,0.50074,1
100189,0.5115,0
100190,0.5115,0
100191,0.50018,0
100192,0.5046,0
100193,0.50605,0
100194,0.5115,0
100195,0.51082,0
100196,0.50633,1
100197,0.50662,1
100198,0.50526,0
100199,0.51082,0
100200,0.50662,1
100201,0.5115,0
100202,0.5115,0
100203,0.50209,1
100204,0.51082,0
100205,0.51227,0
100206,0.5102,1
100207,0.51231,0
100208,0.50001,1
100209,0.50252,0
100210,0.51231,0
100211,0.5115,0
100212,0.51227,0
100213,0.5115,0
100214,0.50001,1
100215,0.51082,0
100216,0.50074,1
100217,0.50633,1
100218,0.50801,0
100219,0.5115,0
100220,0.50009,1
100221,0.51082,0
100222,0.50633,1
100223,0.50633,1
100224,0.50396,0
100225,0.50605,0
100226,0.50001,1
100227,0.5115,0
100228,0.51227,0
100229,0.51227,0
100230,0.5012,0
100231,0.50435,1
100232,0.5115,0
100233,0.51227,0
100234,0.5115,0
100235,0.50605,0
100236,0.50001,1
100237,0.50009,1
100238,0.50074,1
100239,0.50605,0
100240,0.50605,0
100241,0.51227,0
100242,0.50209,1
100243,0.5115,0
100244,0.50065,1
100245,0.50662,1
100246,0.50071,0
100247,0.50801,0
100248,0.50605,0
100249,0.50605,0
100250,0.50252,0
100251,0.50729,0
100252,0.51082,0
100253,0.50396,0
100254,0.51227,0
100255,0.51227,0
100256,0.50801,0
100257,0.50009,1
100258,0.50001,1
100259,0.51082,0
100260,0.51522,1
100261,0.50605,0
100262,0.50009,1
100263,0.5115,0
100264,0.50605,0
100265,0.51178,1
100266,0.50605,0
100267,0.50001,1
100268,0.5115,0
100269,0.50199,0
100270,0.50103,1
100271,0.5146,1
100272,0.5115,0
100273,0.5046,0
100274,0.50209,1
100275,0.50001,1
100276,0.51082,0
100277,0.50729,0
100278,0.50396,0
100279,0.5115,0
100280,0.50001,1
100281,0.5115,0
100282,0.5115,0
100283,0.5115,0
100284,0.5046,0
100285,0.50199,0
100286,0.51522,1
100287,0.50605,0
100288,0.50605,0
100289,0.50199,0
100290,0.50001,1
100291,0.50662,1
100292,0.50605,0
100293,0.50199,0
100294,0.50001,1
100295,0.50001,1
100296,0.50435,1
100297,0.51227,0
100298,0.51227,0
100299,0.5115,0
100300,0.50605,0
100301,0.50633,1
100302,0.50633,1
100303,0.50605,0
100304,0.5115,0
100305,0.50209,1
100306,0.5115,0
100307,0.50729,0
100308,0.51082,0
100309,0.51082,0
100310,0.5046,0
100311,0.50018,0
100312,0.50662,1
100313,0.51227,0
100314,0.50074,1
100315,0.50605,0
100316,0.50605,0
100317,0.50435,1
100318,0.51397,1
100319,0.51082,0
100320,0.50605,0
100321,0.5046,0
100322,0.50662,1
100323,0.50605,0
100324,0.50435,1
100325,0.50001,1
100326,0.50071,0
100327,0.5115,0
100328,0.50627,0
100329,0.51082,0
100330,0.51227,0
100331,0.50605,0
100332,0.50009,1
100333,0.50662,1
100334,0.51082,0
100335,0.50396,0
100336,0.51227,0
100337,0.50605,0
100338,0.5115,0
100339,0.5148,1
100340,0.50633,1
100341,0.5115,0
100342,0.51231,0
100343,0.50065,1
100344,0.50405,0
100345,0.51522,1
100346,0.50199,0
100347,0.50001,1
100348,0.5216,1
100349,0.5115,0
100350,0.50009,1
100351,0.51082,0
100352,0.5115,0
100353,0.51227,0
100354,0.50018,0
100355,0.5148,1
100356,0.50001,1
100357,0.50001,1
100358,0.5115,0
100359,0.50199,0
100360,0.50729,0
100361,0.5115,0
100362,0.50018,0
100363,0.51227,0
100364,0.50633,1
100365,0.5046,0
100366,0.51082,0
100367,0.50252,0
100368,0.51522,1
100369,0.50199,0
100370,0.50435,1
100371,0.5115,0
100372,0.51082,0
100373,0.5115,0
100374,0.5046,0
100375,0.5012,0
100376,0.50633,1
100377,0.50605,0
100378,0.50605,0
100379,0.5053,0
100380,0.52191,1
100381,0.50001,1
100382,0.5053,0
100383,0.5115,0
100384,0.50605,0
100385,0.5046,0
100386,0.50074,1
100387,0.50662,1
100388,0.51082,0
100389,0.50633,1
100390,0.50199,0
100391,0.5115,0
100392,0.5115,0
100393,0.50605,0
100394,0.50074,1
100395,0.50605,0
100396,0.50074,1
100397,0.51231,0
100398,0.50435,1
100399,0.50729,0
100400,0.5115,0
100401,0.50605,0
100402,0.51231,0
100403,0.50199,0
100404,0.51227,0
100405,0.50001,1
100406,0.5115,0
100407,0.50074,1
100408,0.5115,0
100409,0.51082,0
100410,0.5115,0
100411,0.5115,0
100412,0.5115,0
100413,0.5046,0
100414,0.50605,0
100415,0.50662,1
100416,0.50633,1
100417,0.50435,1
100418,0.5115,0
100419,0.51522,1
100420,0.50074,1
100421,0.50009,1
100422,0.51082,0
100423,0.50633,1
100424,0.50435,1
100425,0.51227,0
100426,0.50662,1
100427,0.50199,0
100428,0.51231,0
100429,0.50001,1
100430,0.50209,1
100431,0.5115,0
100432,0.50209,1
100433,0.51227,0
100434,0.5046,0
100435,0.50405,0
100436,0.50662,1
100437,0.50633,1
100438,0.50605,0
100439,0.50074,1
100440,0.51227,0
100441,0.50605,0
100442,0.5115,0
100443,0.51231,0
100444,0.5115,0
100445,0.50074,1
100446,0.50662,1
100447,0.51231,0
100448,0.5046,0
100449,0.50209,1
100450,0.50605,0
100451,0.50633,1
100452,0.5115,0
100453,0.5046,0
100454,0.50328,1
100455,0.50001,1
100456,0.5146,1
100457,0.5115,0
100458,0.50605,0
100459,0.5102,1
100460,0.50001,1
100461,0.50435,1
100462,0.50396,0
100463,0.51082,0
100464,0.50001,1
100465,0.50001,1
100466,0.5115,0
100467,0.5046,0
100468,0.51082,0
100469,0.5115,0
100470,0.5115,0
100471,0.51522,1
100472,0.50209,1
100473,0.50001,1
100474,0.50633,1
100475,0.50074,1
100476,0.5115,0
100477,0.51227,0
100478,0.50627,0
100479,0.50605,0
100480,0.50074,1
100481,0.50009,1
100482,0.50662,1
100483,0.51227,0
100484,0.50605,0
100485,0.50755,0
100486,0.5115,0
100487,0.50633,1
100488,0.50435,1
100489,0.50633,1
100490,0.5115,0
100491,0.50605,0
100492,0.5046,0
100493,0.50605,0
100494,0.50526,0
100495,0.50001,1
100496,0.50435,1
100497,0.50009,1
100498,0.50009,1
100499,0.50605,0
100500,0.51227,0
100501,0.50074,1
100502,0.51227,0
100503,0.5115,0
100504,0.50801,0
100505,0.50001,1
100506,0.51227,0
100507,0.5115,0
100508,0.50801,0
100509,0.5046,0
100510,0.51227,0
100511,0.50801,0
100512,0.50009,1
100513,0.50605,0
100514,0.5115,0
100515,0.50788,1
100516,0.5046,0
100517,0.50633,1
100518,0.50009,1
100519,0.51227,0
100520,0.5046,0
100521,0.5115,0
100522,0.50633,1
100523,0.5115,0
100524,0.50435,1
100525,0.50009,1
100526,0.5115,0
100527,0.51082,0
100528,0.50605,0
100529,0.50074,1
100530,0.51227,0
100531,0.50633,1
100532,0.51082,0
100533,0.5115,0
100534,0.51227,0
100535,0.5146,1
100536,0.51082,0
100537,0.50627,0
100538,0.50081,0
100539,0.5115,0
100540,0.50001,1
100541,0.50074,1
100542,0.50074,1
100543,0.51103,1
100544,0.5115,0
100545,0.50729,0
100546,0.50001,1
100547,0.50396,0
100548,0.50605,0
100549,0.50605,0
100550,0.50605,0
100551,0.50199,0
100552,0.5115,0
100553,0.50001,1
100554,0.51227,0
100555,0.50605,0
100556,0.51227,0
100557,0.5115,0
100558,0.5046,0
100559,0.50001,1
100560,0.5115,0
100561,0.50009,1
100562,0.50396,0
100563,0.51522,1
100564,0.51082,0
100565,0.50633,1
100566,0.51227,0
100567,0.50633,1
100568,0.50001,1
100569,0.50435,1
100570,0.50001,1
100571,0.50199,0
100572,0.5115,0
100573,0.50001,1
100574,0.5115,0
100575,0.50074,1
100576,0.50252,0
100577,0.50074,1
100578,0.50209,1
100579,0.50074,1
100580,0.5046,0
100581,0.51082,0
100582,0.50607,1
100583,0.50435,1
100584,0.50018,0
100585,0.5115,0
100586,0.50801,0
100587,0.50405,0
100588,0.50001,1
100589,0.5115,0
100590,0.5115,0
100591,0.51227,0
100592,0.51082,0
100593,0.5115,0
100594,0.5046,0
100595,0.50526,0
100596,0.50001,1
100597,0.50633,1
100598,0.50607,1
100599,0.5115,0
100600,0.5115,0
100601,0.50801,0
100602,0.5115,0
100603,0.50633,1
100604,0.50001,1
100605,0.50199,0
100606,0.50396,0
100607,0.51227,0
100608,0.5046,0
100609,0.51231,0
100610,0.50009,1
100611,0.50074,1
100612,0.5115,0
100613,0.5148,1
100614,0.5115,0
100615,0.5115,0
100616,0.5115,0
100617,0.50065,1
100618,0.50526,0
100619,0.50009,1
100620,0.50405,0
100621,0.50435,1
100622,0.51178,1
100623,0.50001,1
100624,0.50074,1
100625,0.51082,0
100626,0.50633,1
100627,0.50801,0
100628,0.5115,0
100629,0.50065,1
100630,0.50396,0
100631,0.50396,0
100632,0.50074,1
100633,0.5115,0
100634,0.51082,0
100635,0.51227,0
100636,0.5115,0
100637,0.51522,1
100638,0.50605,0
100639,0.50504,1
100640,0.5115,0
100641,0.51231,0
100642,0.50001,1
100643,0.5115,0
100644,0.5115,0
100645,0.50435,1
100646,0.51227,0
100647,0.50001,1
100648,0.5115,0
100649,0.50001,1
100650,0.51082,0
100651,0.51227,0
100652,0.51227,0
100653,0.5053,0
100654,0.50435,1
100655,0.5115,0
100656,0.51082,0
100657,0.50605,0
100658,0.5046,0
100659,0.50065,1
100660,0.50662,1
100661,0.50605,0
100662,0.5146,1
100663,0.5046,0
100664,0.50001,1
100665,0.51227,0
100666,0.50074,1
100667,0.51082,0
100668,0.50001,1
100669,0.5115,0
100670,0.5115,0
100671,0.5046,0
100672,0.50001,1
100673,0.51227,0
100674,0.50633,1
100675,0.50396,0
100676,0.50633,1
100677,0.50605,0
100678,0.50009,1
100679,0.50633,1
100680,0.50605,0
100681,0.50001,1
100682,0.50009,1
100683,0.5046,0
100684,0.50405,0
100685,0.50605,0
100686,0.50633,1
100687,0.50001,1
100688,0.50199,0
100689,0.50252,0
100690,0.50396,0
100691,0.50074,1
100692,0.5046,0
100693,0.51231,0
100694,0.5046,0
100695,0.50605,0
100696,0.50633,1
100697,0.50605,0
100698,0.50605,0
100699,0.50435,1
100700,0.50662,1
100701,0.50001,1
100702,0.50074,1
100703,0.51231,0
100704,0.50001,1
100705,0.5115,0
100706,0.5115,0
100707,0.50662,1
100708,0.50001,1
100709,0.51227,0
100710,0.50001,1
100711,0.5046,0
100712,0.50001,1
100713,0.51082,0
100714,0.5046,0
100715,0.50071,0
100716,0.50396,0
100717,0.5115,0
100718,0.5115,0
100719,0.5146,1
100720,0.50074,1
100721,0.50001,1
100722,0.5115,0
100723,0.50435,1
100724,0.5115,0
100725,0.51082,0
100726,0.50633,1
100727,0.50074,1
100728,0.50605,0
100729,0.50065,1
100730,0.50001,1
100731,0.51227,0
100732,0.5102,1
100733,0.5046,0
100734,0.50396,0
100735,0.5115,0
100736,0.50729,0
100737,0.50633,1
100738,0.51231,0
100739,0.50633,1
100740,0.5115,0
100741,0.51103,1
100742,0.5115,0
100743,0.50074,1
100744,0.50009,1
100745,0.51082,0
100746,0.50065,1
100747,0.5115,0
100748,0.50009,1
100749,0.51227,0
100750,0.5115,0
100751,0.50001,1
100752,0.51227,0
100753,0.50562,1
100754,0.50633,1
100755,0.50605,0
100756,0.50065,1
100757,0.51231,0
100758,0.5115,0
100759,0.50605,0
100760,0.50605,0
100761,0.50633,1
100762,0.50199,0
100763,0.51227,0
100764,0.5115,0
100765,0.50435,1
100766,0.50074,1
100767,0.50729,0
100768,0.50605,0
100769,0.5115,0
100770,0.50065,1
100771,0.50627,0
100772,0.5115,0
100773,0.50633,1
100774,0.50633,1
100775,0.50435,1
100776,0.50001,1
100777,0.50071,0
100778,0.5115,0
100779,0.50435,1
100780,0.5115,0
100781,0.50633,1
100782,0.50074,1
100783,0.50065,1
100784,0.51082,0
100785,0.5053,0
100786,0.50074,1
100787,0.50396,0
100788,0.50199,0
100789,0.50199,0
100790,0.50001,1
100791,0.5115,0
100792,0.5115,0
100793,0.50001,1
100794,0.50662,1
100795,0.51227,0
100796,0.50435,1
100797,0.50009,1
100798,0.5115,0
100799,0.50605,0
100800,0.51082,0
100801,0.50396,0
100802,0.50074,1
100803,0.51082,0
100804,0.51082,0
100805,0.51227,0
100806,0.51227,0
100807,0.51231,0
100808,0.50633,1
100809,0.5046,0
100810,0.5115,0
100811,0.50001,1
100812,0.50405,0
100813,0.5115,0
100814,0.50396,0
100815,0.5053,0
100816,0.51082,0
100817,0.5115,0
100818,0.50605,0
100819,0.50605,0
100820,0.51082,0
100821,0.50605,0
100822,0.50001,1
100823,0.50252,0
100824,0.51227,0
100825,0.50018,0
100826,0.50009,1
100827,0.50605,0
100828,0.5115,0
100829,0.50074,1
100830,0.50074,1
100831,0.51082,0
100832,0.51227,0
100833,0.50605,0
100834,0.5053,0
100835,0.51082,0
100836,0.50074,1
100837,0.50605,0
100838,0.5115,0
100839,0.50605,0
100840,0.5115,0
100841,0.5102,1
100842,0.50018,0
100843,0.50662,1
100844,0.50001,1
100845,0.5115,0
100846,0.50435,1
100847,0.51227,0
100848,0.50396,0
100849,0.5115,0
100850,0.5115,0
100851,0.5115,0
100852,0.5046,0
100853,0.50435,1
100854,0.50605,0
100855,0.50001,1
100856,0.50252,0
100857,0.50074,1
100858,0.50605,0
100859,0.50074,1
100860,0.50074,1
100861,0.5046,0
100862,0.50001,1
100863,0.50065,1
100864,0.50605,0
100865,0.51082,0
100866,0.50755,0
100867,0.50009,1
100868,0.51227,0
100869,0.50018,0
100870,0.50405,0
100871,0.5115,0
100872,0.50627,0
100873,0.5115,0
100874,0.50633,1
100875,0.50074,1
100876,0.50074,1
100877,0.51231,0
100878,0.50801,0
100879,0.50607,1
100880,0.5115,0
100881,0.50605,0
100882,0.50633,1
100883,0.51227,0
100884,0.50199,0
100885,0.51082,0
100886,0.50801,0
100887,0.50605,0
100888,0.50001,1
100889,0.50405,0
100890,0.50009,1
100891,0.50633,1
100892,0.51227,0
100893,0.51231,0
100894,0.50199,0
100895,0.50633,1
100896,0.5115,0
100897,0.50074,1
100898,0.50801,0
100899,0.5115,0
100900,0.5102,1
100901,0.5046,0
100902,0.5115,0
100903,0.50729,0
100904,0.50605,0
100905,0.50074,1
100906,0.5115,0
100907,0.50001,1
100908,0.50001,1
100909,0.50074,1
100910,0.50009,1
100911,0.51231,0
100912,0.50001,1
100913,0.50729,0
100914,0.5146,1
100915,0.50633,1
100916,0.50001,1
100917,0.51227,0
100918,0.51397,1
100919,0.51522,1
100920,0.51227,0
100921,0.50681,1
100922,0.50396,0
100923,0.50605,0
100924,0.50018,0
100925,0.51227,0
100926,0.5115,0
100927,0.50435,1
100928,0.5046,0
100929,0.5115,0
100930,0.51082,0
100931,0.51522,1
100932,0.50633,1
100933,0.51227,0
100934,0.50074,1
100935,0.50729,0
100936,0.50199,0
100937,0.51103,1
100938,0.50009,1
100939,0.5115,0
100940,0.50435,1
100941,0.50209,1
100942,0.5115,0
100943,0.5115,0
100944,0.50801,0
100945,0.5146,1
100946,0.50001,1
100947,0.50009,1
100948,0.51397,1
100949,0.5046,0
100950,0.50605,0
100951,0.50605,0
100952,0.50199,0
100953,0.50074,1
100954,0.50605,0
100955,0.50074,1
100956,0.50605,0
100957,0.5115,0
100958,0.50662,1
100959,0.50801,0
100960,0.50633,1
100961,0.50001,1
100962,0.5115,0
100963,0.5115,0
100964,0.50605,0
100965,0.50209,1
100966,0.50605,0
100967,0.50633,1
100968,0.5115,0
100969,0.5115,0
100970,0.50001,1
100971,0.51227,0
100972,0.51227,0
100973,0.51397,1
100974,0.50001,1
100975,0.5115,0
100976,0.50252,0
100977,0.50605,0
100978,0.50074,1
100979,0.50729,0
100980,0.50065,1
100981,0.51103,1
100982,0.50633,1
100983,0.50001,1
100984,0.50435,1
100985,0.50199,0
100986,0.50074,1
100987,0.50009,1
100988,0.50633,1
100989,0.50074,1
100990,0.5046,0
100991,0.5115,0
100992,0.50801,0
100993,0.51082,0
100994,0.5148,1
100995,0.50001,1
100996,0.50801,0
100997,0.50001,1
100998,0.5148,1
100999,0.50605,0
101000,0.50605,0
101001,0.50001,1
101002,0.5148,1
101003,0.51231,0
101004,0.50662,1
101005,0.50405,0
101006,0.50801,0
101007,0.52191,1
101008,0.5115,0
101009,0.50405,0
101010,0.5046,0
101011,0.51082,0
101012,0.50001,1
101013,0.5115,0
101014,0.51082,0
101015,0.50605,0
101016,0.51082,0
101017,0.5012,0
101018,0.5115,0
101019,0.5115,0
101020,0.51227,0
101021,0.5115,0
101022,0.50633,1
101023,0.50199,0
101024,0.5146,1
101025,0.5115,0
101026,0.5012,0
101027,0.50405,0
101028,0.5115,0
101029,0.50435,1
101030,0.51227,0
101031,0.50074,1
101032,0.5115,0
101033,0.51082,0
101034,0.50396,0
101035,0.50729,0
101036,0.50001,1
101037,0.51082,0
101038,0.50065,1
101039,0.50633,1
101040,0.50199,0
101041,0.51227,0
101042,0.51227,0
101043,0.50627,0
101044,0.5115,0
101045,0.50396,0
101046,0.50009,1
101047,0.50001,1
101048,0.50435,1
101049,0.50074,1
101050,0.5115,0
101051,0.5115,0
101052,0.50074,1
101053,0.50209,1
101054,0.50605,0
101055,0.5148,1
101056,0.50605,0
101057,0.5115,0
101058,0.50001,1
101059,0.5115,0
101060,0.51082,0
101061,0.5115,0
101062,0.50074,1
101063,0.50065,1
101064,0.50605,0
101065,0.50209,1
101066,0.50627,0
101067,0.50633,1
101068,0.50009,1
101069,0.51227,0
101070,0.51082,0
101071,0.50605,0
101072,0.50605,0
101073,0.50435,1
101074,0.50526,0
101075,0.50605,0
101076,0.5046,0
101077,0.50605,0
101078,0.51397,1
101079,0.5115,0
101080,0.5115,0
101081,0.5115,0
101082,0.50755,0
101083,0.50252,0
101084,0.50605,0
101085,0.51231,0
101086,0.50009,1
101087,0.50001,1
101088,0.50605,0
101089,0.50633,1
101090,0.51082,0
101091,0.5115,0
101092,0.51227,0
101093,0.50605,0
101094,0.50633,1
101095,0.5115,0
101096,0.50074,1
101097,0.51082,0
101098,0.50435,1
101099,0.51178,1
101100,0.50074,1
101101,0.51082,0
101102,0.50074,1
101103,0.50001,1
101104,0.50605,0
101105,0.50405,0
101106,0.50605,0
101107,0.50605,0
101108,0.50001,1
101109,0.5115,0
101110,0.50435,1
101111,0.50607,1
101112,0.51227,0
101113,0.50074,1
101114,0.51227,0
101115,0.50605,0
101116,0.5115,0
101117,0.51082,0
101118,0.5115,0
101119,0.50001,1
101120,0.50009,1
101121,0.50633,1
101122,0.50633,1
101123,0.50662,1
101124,0.50074,1
101125,0.50605,0
101126,0.50662,1
101127,0.50001,1
101128,0.50605,0
101129,0.5115,0
101130,0.50074,1
101131,0.50605,0
101132,0.50662,1
101133,0.5046,0
101134,0.50788,1
101135,0.5115,0
101136,0.5046,0
101137,0.50605,0
101138,0.50209,1
101139,0.50435,1
101140,0.51082,0
101141,0.51082,0
101142,0.50435,1
101143,0.50001,1
101144,0.52191,1
101145,0.50605,0
101146,0.5115,0
101147,0.50662,1
101148,0.50662,1
101149,0.51227,0
101150,0.51231,0
101151,0.50755,0
101152,0.50633,1
101153,0.50001,1
101154,0.51227,0
101155,0.50605,0
101156,0.50504,1
101157,0.51522,1
101158,0.50071,0
101159,0.50009,1
101160,0.50209,1
101161,0.50633,1
101162,0.51231,0
101163,0.50199,0
101164,0.5115,0
101165,0.50405,0
101166,0.51231,0
101167,0.50605,0
101168,0.50662,1
101169,0.50562,1
101170,0.51227,0
101171,0.5115,0
101172,0.5115,0
101173,0.5115,0
101174,0.50633,1
101175,0.50633,1
101176,0.51082,0
101177,0.50018,0
101178,0.50074,1
101179,0.50018,0
101180,0.51227,0
101181,0.50633,1
101182,0.5115,0
101183,0.50633,1
101184,0.5115,0
101185,0.50065,1
101186,0.51103,1
101187,0.50001,1
101188,0.5046,0
101189,0.5115,0
101190,0.5115,0
101191,0.50435,1
101192,0.51227,0
101193,0.5115,0
101194,0.5115,0
101195,0.50801,0
101196,0.51103,1
101197,0.50605,0
101198,0.50001,1
101199,0.5115,0
101200,0.50562,1
101201,0.51082,0
101202,0.50001,1
101203,0.5115,0
101204,0.50729,0
101205,0.50252,0
101206,0.50605,0
101207,0.50001,1
101208,0.50662,1
101209,0.5115,0
101210,0.51227,0
101211,0.50633,1
101212,0.5046,0
101213,0.50252,0
101214,0.5046,0
101215,0.50435,1
101216,0.50605,0
101217,0.50729,0
101218,0.50396,0
101219,0.50209,1
101220,0.51231,0
101221,0.51082,0
101222,0.51082,0
101223,0.50587,1
101224,0.50435,1
101225,0.50755,0
101226,0.5115,0
101227,0.50001,1
101228,0.50405,0
101229,0.50662,1
101230,0.51231,0
101231,0.50074,1
101232,0.51227,0
101233,0.50755,0
101234,0.50001,1
101235,0.51227,0
101236,0.50605,0
101237,0.50633,1
101238,0.50074,1
101239,0.5046,0
101240,0.50065,1
101241,0.50001,1
101242,0.50001,1
101243,0.50405,0
101244,0.50605,0
101245,0.50662,1
101246,0.50074,1
101247,0.50633,1
101248,0.5115,0
101249,0.50627,0
101250,0.50405,0
101251,0.5115,0
101252,0.50065,1
101253,0.5115,0
101254,0.50662,1
101255,0.5115,0
101256,0.50526,0
101257,0.50633,1
101258,0.50009,1
101259,0.50074,1
101260,0.5115,0
101261,0.51082,0
101262,0.51178,1
101263,0.5115,0
101264,0.50001,1
101265,0.50001,1
101266,0.50074,1
101267,0.5115,0
101268,0.50009,1
101269,0.5115,0
101270,0.50662,1
101271,0.50435,1
101272,0.5115,0
101273,0.50396,0
101274,0.5046,0
101275,0.5115,0
101276,0.50605,0
101277,0.50605,0
101278,0.50252,0
101279,0.50605,0
101280,0.50001,1
101281,0.50435,1
101282,0.50801,0
101283,0.51231,0
101284,0.5148,1
101285,0.51231,0
101286,0.50209,1
101287,0.50001,1
101288,0.50605,0
101289,0.50729,0
101290,0.50081,0
101291,0.5115,0
101292,0.5046,0
101293,0.50662,1
101294,0.5115,0
101295,0.51082,0
101296,0.50001,1
101297,0.50074,1
101298,0.5046,0
101299,0.51227,0
101300,0.5115,0
101301,0.50009,1
101302,0.50018,0
101303,0.5115,0
101304,0.50074,1
101305,0.5115,0
101306,0.51082,0
101307,0.5115,0
101308,0.50435,1
101309,0.5115,0
101310,0.50209,1
101311,0.50001,1
101312,0.5115,0
101313,0.50009,1
101314,0.50009,1
101315,0.50801,0
101316,0.50199,0
101317,0.5046,0
101318,0.51082,0
101319,0.50396,0
101320,0.51397,1
101321,0.50009,1
101322,0.50801,0
101323,0.51227,0
101324,0.5115,0
101325,0.50018,0
101326,0.50801,0
101327,0.50071,0
101328,0.50001,1
101329,0.51397,1
101330,0.50605,0
101331,0.50001,1
101332,0.50633,1
101333,0.51522,1
101334,0.50755,0
101335,0.51227,0
101336,0.51082,0
101337,0.50607,1
101338,0.50633,1
101339,0.50065,1
101340,0.50633,1
101341,0.50605,0
101342,0.50605,0
101343,0.5053,0
101344,0.50605,0
101345,0.51227,0
101346,0.50001,1
101347,0.50001,1
101348,0.50605,0
101349,0.50633,1
101350,0.5148,1
101351,0.50009,1
101352,0.50633,1
101353,0.50729,0
101354,0.5115,0
101355,0.50074,1
101356,0.50605,0
101357,0.50074,1
101358,0.50009,1
101359,0.51227,0
101360,0.5053,0
101361,0.51227,0
101362,0.50209,1
101363,0.50605,0
101364,0.51082,0
101365,0.5115,0
101366,0.5046,0
101367,0.51522,1
101368,0.5115,0
101369,0.50071,0
101370,0.50001,1
101371,0.5115,0
101372,0.5115,0
101373,0.50001,1
101374,0.50074,1
101375,0.50607,1
101376,0.50801,0
101377,0.5046,0
101378,0.5115,0
101379,0.51231,0
101380,0.50605,0
101381,0.50633,1
101382,0.50065,1
101383,0.50605,0
101384,0.50018,0
101385,0.50562,1
101386,0.50605,0
101387,0.51227,0
101388,0.5115,0
101389,0.5115,0
101390,0.50074,1
101391,0.50633,1
101392,0.50435,1
101393,0.5115,0
101394,0.50729,0
101395,0.50001,1
101396,0.50801,0
101397,0.50074,1
